time,AROONOSC
2015-09-29,-100.0000

2015-09-28,-100.0000

2015-09-25,-80.0000

2015-09-24,-60.0000

2015-09-23,-20.0000

2015-09-22,-20.0000

2015-09-21,100.0000

2015-09-18,80.0000

2015-09-17,60.0000

2015-09-16,-40.0000

2015-09-15,-80.0000

2015-09-14,-80.0000

2015-09-11,40.0000

2015-09-10,-20.0000

2015-09-09,20.0000

2015-09-08,20.0000

2015-09-04,-40.0000

2015-09-03,-60.0000

2015-09-02,-80.0000

2015-09-01,-100.0000

2015-08-31,-80.0000

2015-08-28,-80.0000

2015-08-27,-80.0000

2015-08-26,-100.0000

2015-08-25,-100.0000

2015-08-24,-100.0000

2015-08-21,20.0000

2015-08-20,20.0000

2015-08-19,60.0000

2015-08-18,60.0000

2015-08-17,60.0000

2015-08-14,20.0000

2015-08-13,-20.0000

2015-08-12,0.0000

2015-08-11,-20.0000

2015-08-10,-40.0000

2015-08-07,-60.0000

2015-08-06,-60.0000

2015-08-05,-60.0000

2015-08-04,60.0000

2015-08-03,60.0000

2015-07-31,60.0000

2015-07-30,-40.0000

2015-07-29,40.0000

2015-07-28,40.0000

2015-07-27,80.0000

2015-07-24,100.0000

2015-07-23,100.0000

2015-07-22,80.0000

2015-07-21,100.0000

2015-07-20,100.0000

2015-07-17,80.0000

2015-07-16,100.0000

2015-07-15,100.0000

2015-07-14,80.0000

2015-07-13,60.0000

2015-07-10,-60.0000

2015-07-09,-80.0000

2015-07-08,-100.0000

2015-07-07,-100.0000

2015-07-06,-100.0000

2015-07-02,-80.0000

2015-07-01,-60.0000

2015-06-30,-80.0000

2015-06-29,-100.0000

2015-06-26,-80.0000

2015-06-25,-40.0000

2015-06-24,60.0000

2015-06-23,80.0000

2015-06-22,80.0000

2015-06-19,0.0000

2015-06-18,-60.0000

2015-06-17,-80.0000

2015-06-16,-80.0000

2015-06-15,-60.0000

2015-06-12,-40.0000

